ID,story,text
711,story1,which without any doubt took the shape of a snake to save my life.
712,story1,"At first I thought that I would kill him, lest he should betray me;"
713,story1,"he sat down upon the ground wagging his tail,"
714,story1,"So I thought that I would take my chance, and we went on together."
715,story1,This was my purpose:
716,story1,"would be empty,"
717,story1,I came to the reed fence that surrounded the huts.
718,story1,"Nobody was to be seen at the gate,"
719,story1,which was not shut with thorns as usual.
720,story1,"It was my duty to close it, and I had not been there to do so."
721,story1,"bidding the dog lie down outside,"
722,story1,"I stepped through boldly,"
723,story1,"reached the door of my hut,"
724,story1,and listened.
725,story1,It was empty; there was not even a breath to be heard.
726,story1,which was so nicely carved that I did not like to leave it.
727,story1,Soon I found them.
728,story1,"Then I felt about for my skin rug,"
729,story1,and as I did so my hand touched something cold.
730,story1,"I started, and felt again."
731,story1,"It was a man's face-the face of a dead man,"
732,story1,"then I was frightened,"
733,story1,when suddenly I heard the voices of women talking outside the door of the hut.
734,story1,I knew the voices;
735,story1,"Now I was in a trap indeed,"
736,story1,"Presently she was in,"
737,story1,she began to make lamentations and to call down curses on me.
738,story1,she did not know that I was listening.
739,story1,"Now that the woman was there I was not so much afraid of the dead man,"
740,story1,that he had been a great cheat;
741,story1,so I thought I would make him cheat for the last time.
742,story1,I placed my hands beneath his shoulders and pushed him up so that he sat upon the ground.
743,story1,The woman heard the noise and made a sound in her throat.
744,story1,"""Can you not let me be at peace, even now when I am dead?"""
745,story1,drew in her breath to shriek aloud.
746,story1,then I must teach you silence.
747,story1,"Then her senses left her,"
748,story1,and whether she ever found them again I do not know.
749,story1,At least she grew quiet for that time.
750,story1,"and worth three oxen-and I fled,"
751,story1,"my father,"
752,story1,"was two hundred paces away,"
753,story1,"and I must go thither,"
754,story1,because a man was always on guard there.
755,story1,"I knew on which side of the hut it was her custom to lie,"
756,story1,and where her head would be.
757,story1,"So I lay down on my side and gently,"
758,story1,began to bore a hole in the grass covering of the hut.
759,story1,"It took a long while,"
760,story1,"for the thatch was thick,"
761,story1,but at last I was nearly through it.
762,story1,"for it came into my mind that Baleka might have changed her place,"
763,story1,and that I might wake the wrong girl.
764,story1,"I almost gave it over,"
765,story1,"thinking that I would fly alone,"
766,story1,when suddenly I heard a girl wake and begin to cry on the other side of the thatch.
767,story1,"""that is Baleka, who weeps for her brother!"""
768,story1,So I put my lips where the thatch was thinnest and whispered:-
769,story1,"Say not a word, but rise."
770,story1,"Come out of the hut, bringing your skin blanket."
771,story1,"she did not shriek, as most girls would have done."
772,story1,"she understood,"
773,story1,"she rose and crept from the hut,"
774,story1,her blanket in her hand.
775,story1,"she whispered, as we met."
776,story1,"""Surely you will be killed!"""
777,story1,"""Hush!"""
778,story1,And then I told her of the plan which I had made.
779,story1,"""Will you come with me?"""
780,story1,"I said, when I had done,"
781,story1,"She thought awhile, then she said,"
782,story1,"I will come,"
783,story1,"for I love you alone among our people,"
784,story1,though I believe that this will be the end of it-that you will lead me to my death.
785,story1,"I did not think much of her words at the time,"
786,story1,but afterwards they came back to me.
787,story1,"So we slipped away together,"
788,story1,as we were afraid of being seen.
789,story1,"Towards the afternoon we heard voices,"
790,story1,"and,"
791,story1,At night we travelled again;
792,story1,"we were met by an old woman,"
793,story1,who looked oddly at us but said nothing.
794,story1,"After that we pushed on day and night,"
795,story1,for we knew that the old woman would tell the pursuers if she met them;
796,story1,and so indeed it came about.
797,story1,and saw that they had been trampled down.
798,story1,"Among the broken mealies we found the body of a very old man,"
799,story1,"We wondered at this, and went on a little way."
800,story1,it was a sad sight for us to see!
801,story1,Afterwards we became used to such sights.
802,story1,"scores of them-old men,"
803,story1,"young men,"
804,story1,"little babies at the breast-there they lay among the burnt huts,"
805,story1,"Red was the earth with their blood,"
806,story1,and red they looked in the red light of the setting sun.
807,story1,"It was as though all the land had been smeared with the bloody hand of the Great Spirit,"
808,story1,Baleka saw it and began to cry;
809,story1,"she was weary,"
810,story1,"poor girl,"
811,story1,"and we had found little to eat,"
812,story1,only grass and green corn.
813,story1,"""An enemy has been here,"""
814,story1,and as I spoke I thought that I heard a groan from the other side of a broken reed hedge.
815,story1,I went and looked.
816,story1,There lay a young woman:
817,story1,"she was badly wounded, but still alive, my father."
818,story1,"A little way from her lay a man dead,"
819,story1,and before him several other men of another tribe:
820,story1,he had died fighting.
821,story1,"another, a little one, lay on her body."
822,story1,"I looked at the woman,"
823,story1,"she groaned again,"
824,story1,"opened her eyes and saw me,"
825,story1,and that I had a spear in my hand.
826,story1,"""Kill me quickly!"""
827,story1,she said.
828,story1,"""Have you not tortured me enough?"""
829,story1,I said that I was a stranger and did not want to kill her.
830,story1,"""Then bring me water,"""
831,story1,she said;
832,story1,"There were bodies in it,"
833,story1,"but I dragged them out,"
834,story1,and her strength came back a little-the water gave her life.
835,story1,"""How did you come to this?"""
836,story1,she answered.
837,story1,"Yes, I woke up to hear the sound of killing."
838,story1,"I was sleeping by my husband,"
839,story1,"with him who lies there,"
840,story1,and the children.
841,story1,We all ran out.
842,story1,My husband had a spear and shield.
843,story1,He was a brave man.
844,story1,he died bravely:
845,story1,he killed three of the Zulu devils before he himself was dead.
846,story1,and stabbed me till they thought that I was dead.
847,story1,"Afterwards, they went away."
848,story1,"She stopped, gave a great cry, and died."
849,story1,"My sister wept at the sight, and I too was stirred by it."
850,story1,"I thought to myself,"
851,story1,If he is not evil such things would not happen.
852,story1,"That is how I thought then, my father; now I think differently."
853,story1,"I know that we had not found out the path of the Great Spirit,"
854,story1,that is all.
